Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Meal_Type,Water_Intake (ml),Sodium (mg) (g),Cholesterol (mg) (g),Protein (g) per 100kcal,Fat (g) per 100kcal,Carbohydrates (g) per 100kcal,Fiber (g) per 100kcal,PCA1,PCA2,Cluster,Protein (g)_risk,Fiber (g)_risk
Raisins (1/4 cup),Fruit,130,1.3,34.0,0.2,1.6,25.0,Snack,0,0.005,0.0,1.0,0.1538461538461538,26.15384615384616,1.2307692307692308,-0.4717584308266679,2.65896072324376,2,1,1
Macaroni & Cheese (1 cup),Meal/Pasta,350,10.0,40.0,17.0,2.0,5.0,Lunch,250,0.75,0.04,2.857142857142857,4.857142857142857,11.428571428571429,0.5714285714285714,2.877463300355952,0.0081705115285081,0,1,1
Tomato Soup (1 can),Meal/Vegetable,170,4.0,25.0,6.0,4.0,15.0,Lunch,0,0.9,0.01,2.3529411764705883,3.5294117647058822,14.705882352941178,2.3529411764705883,1.3739758233285129,1.1650209631444093,2,1,1
Grilled Cheese Sandwich,Meal/Processed,390,15.0,32.0,22.0,3.0,4.0,Lunch,0,0.8,0.06,3.8461538461538463,5.641025641025641,8.205128205128204,0.7692307692307693,3.772308778846941,-0.7104981119677002,0,1,1
Beef Tacos (2 hard shell),Meal/Meat,380,16.75,28.0,22.0,5.0,3.0,Dinner,500,0.6,0.05,4.407894736842105,5.789473684210527,7.368421052631578,1.3157894736842104,3.7258241448410834,-0.5857907304361178,0,0,1
Refried Beans (1/2 cup),Legume,115,7.0,19.0,1.0,6.0,1.0,Dinner,0,0.48,0.0,6.086956521739131,0.8695652173913043,16.52173913043478,5.217391304347826,0.5399674421969581,0.3748952519308606,2,1,1
Guacamole (1/4 cup),Vegetable/Condiment,90,1.0,4.0,8.0,3.0,0.5,Dinner,0,0.12,0.0,1.1111111111111112,8.88888888888889,4.444444444444445,3.333333333333333,-0.8069227179942304,-0.2244896051991115,1,1,1
Watermelon (1 cup diced),Fruit,46,0.9,11.5,0.2,0.6,9.4,Snack,0,0.002,0.0,1.956521739130435,0.4347826086956521,25.0,1.3043478260869563,-1.5789543731864792,0.6333010601213744,1,1,1
English Muffin (whole wheat),Grain,134,6.0,26.0,1.0,4.4,1.0,Breakfast,250,0.21,0.0,4.477611940298507,0.7462686567164178,19.402985074626866,3.2835820895522394,0.1137312976237656,0.5817526766363269,2,1,1
Peanut Butter & Jelly Sandwich,Meal/Processed,390,12.0,50.0,17.0,5.0,20.0,Lunch,250,0.45,0.0,3.076923076923077,4.358974358974359,12.82051282051282,1.282051282051282,3.306467366531302,2.217362991172409,2,1,1
Clam Chowder (1 cup),Meal/Seafood,200,10.0,18.0,9.0,1.0,2.0,Lunch,0,0.87,0.03,5.0,4.5,9.0,0.5,1.420757712214463,-0.8680905526904334,2,1,1
Iced Tea (Sweetened 16oz),Beverage,180,0.0,46.0,0.0,0.0,46.0,Snack,500,0.015,0.0,0.0,0.0,25.555555555555557,0.0,-0.1200922544859272,4.532843969760304,2,1,1
Lasagna (1 serving meat),Meal/Pasta,350,16.75,30.0,17.0,4.0,7.0,Dinner,250,0.85,0.055,4.785714285714286,4.857142857142857,8.571428571428571,1.1428571428571428,3.6722437730875,-0.384906159674464,0,0,1
Garlic Bread (1 slice),Grain,150,4.0,18.0,7.0,1.0,1.0,Dinner,0,0.31,0.0,2.666666666666667,4.666666666666667,12.0,0.6666666666666667,-0.1895553424352029,-0.1502988469869667,1,1,1
Chocolate Milk (1 cup),Beverage/Dairy,200,8.0,26.0,8.0,1.0,24.0,Snack,0,0.16,0.03,4.0,4.0,13.0,0.5,0.758595109532721,1.4968735051994455,2,1,1
White Bread (1 slice),Grain,70,2.0,13.0,1.0,0.6,1.2,Breakfast,0,0.14,0.0,2.857142857142857,1.4285714285714286,18.571428571428573,0.8571428571428572,-1.2720142558929268,-0.0666663422067743,1,1,1
Jelly (1 tbsp grape),Condiment,50,0.0,13.0,0.0,0.1,12.0,Breakfast,0,0.005,0.0,0.0,0.0,26.0,0.2,-1.643028614250332,0.8654957968689206,1,1,1
Veggie Burger (1 patty),Protein/Vegetarian,120,11.0,10.0,4.0,5.0,1.0,Lunch,250,0.35,0.0,9.166666666666666,3.333333333333333,8.333333333333332,4.166666666666666,0.4931425711610829,-0.2034323574502164,2,1,1
Bun (hamburger),Grain,140,4.0,26.0,2.0,1.0,4.0,Lunch,0,0.26,0.0,2.857142857142857,1.4285714285714286,18.571428571428573,0.7142857142857143,-0.335172100088034,0.4627185186219533,2,1,1
Ketchup (1 tbsp),Condiment,20,0.2,5.0,0.1,0.2,4.0,Lunch,0,0.16,0.0,1.0,0.5,25.0,1.0,-1.7755905412619832,-0.0780503426964485,1,1,1
Muffin (Blueberry 1 large),Grain/Dessert,380,5.0,55.0,16.0,2.0,30.0,Breakfast,250,0.35,0.05,1.3157894736842104,4.2105263157894735,14.473684210526317,0.5263157894736842,2.7482448701787154,2.738984302492052,2,1,1
Coffee (with cream/sugar),Beverage,50,0.5,5.0,3.0,0.0,4.5,Breakfast,250,0.01,0.01,1.0,6.0,10.0,0.0,-1.6523526763081549,-0.1471115226313865,1,1,1
Potato Chips (1 oz),Snack/Processed,160,2.0,15.0,10.0,1.0,0.5,Snack,0,0.17,0.0,1.25,6.25,9.375,0.625,-0.3903294066967737,-0.196579449735551,1,1,1
Tzatziki Sauce (2 tbsp),Condiment/Dairy,30,1.5,2.0,2.0,0.0,1.5,Dinner,0,0.1,0.005,5.0,6.666666666666667,6.666666666666667,0.0,-1.7180121820863994,-0.4974362957185126,1,1,1
Scallops (3oz seared),Protein/Seafood,95,16.75,5.0,1.0,0.0,0.0,Dinner,0,0.18,0.035,17.63157894736842,1.0526315789473684,5.263157894736842,0.0,-0.1370440728937157,-1.423042563467018,1,0,1
Risotto (Mushroom 1 cup),Meal/Grain,250,7.0,35.0,9.0,3.0,3.0,Dinner,0,0.6,0.02,2.8000000000000003,3.6,14.000000000000002,1.2,1.6181124023983195,0.3266658533171049,2,1,1
Caprese Salad,Meal/Vegetable,240,10.0,8.0,18.0,2.0,5.0,Lunch,250,0.35,0.04,4.166666666666666,7.5,3.333333333333333,0.8333333333333334,1.3843615061034784,-0.8747875074552401,2,1,1
Balsamic Vinaigrette (2 tbsp),Condiment,90,0.0,3.0,9.0,0.0,2.5,Lunch,0,0.3,0.0,0.0,10.0,3.333333333333333,0.0,-1.0181662542517798,-0.5101546929176527,1,1,1
Cherries (1 cup),Fruit,77,1.6,19.0,0.5,2.5,15.0,Snack,0,0.0,0.0,2.0779220779220777,0.6493506493506493,24.675324675324678,3.2467532467532463,-0.9239733378494432,1.4909573847626612,2,1,1
Turkey Bacon (2 slices),Protein/Meat,70,6.0,1.0,5.0,0.0,0.5,Breakfast,0,0.36,0.03,8.571428571428571,7.142857142857142,1.4285714285714286,0.0,-0.6532672976329638,-1.18330282385345,1,1,1
Grits (1 cup cooked),Grain,150,3.0,32.0,1.0,2.0,0.5,Breakfast,0,0.32,0.0,2.0,0.6666666666666667,21.333333333333336,1.3333333333333337,-0.1207365118389616,0.5406224607574497,2,1,1
Butter (1 tbsp),Condiment/Dairy,100,0.1,0.0,11.0,0.0,0.0,Breakfast,0,0.082,0.03,0.1,11.0,0.0,0.0,-1.0408382750795575,-0.9960302027950482,1,1,1
Meatball Sub (6 inch),Meal/Processed,580,16.75,55.0,27.0,6.0,10.0,Lunch,500,1.2,0.07,2.8879310344827585,4.655172413793104,9.482758620689657,1.0344827586206895,6.3291445810848455,0.4327703752810267,0,0,1
Kiwifruit (1 medium),Fruit,46,0.9,11.1,0.4,2.3,6.7,Snack,0,0.002,0.0,1.956521739130435,0.8695652173913043,24.130434782608692,5.0,-1.3698121066780236,0.6058262476001619,1,1,1
Beef Jerky (1 oz),Snack/Processed,116,9.4,3.1,7.2,0.5,2.5,Snack,0,0.59,0.03,8.10344827586207,6.206896551724138,2.6724137931034484,0.4310344827586206,0.2770026904257007,-1.1913583489226964,1,1,1
Figs (2 medium),Fruit,74,0.6,19.2,0.3,2.9,16.2,Snack,0,0.002,0.0,0.8108108108108109,0.4054054054054054,25.945945945945947,3.9189189189189193,-0.9367351742800444,1.6813250747463546,2,1,1
Lobster (3oz steamed),Protein/Seafood,76,16.0,0.0,0.7,0.0,0.0,Dinner,250,0.25,0.125,21.052631578947366,0.9210526315789472,0.0,0.0,0.3281781316838965,-2.339125546484601,1,1,1
Melted Butter (for lobster),Condiment,200,0.2,0.0,22.0,0.0,0.0,Dinner,0,0.164,0.06,0.1,11.0,0.0,0.0,0.1618315901875308,-1.5044642650211284,1,1,1
Corn on the Cob (1 large),Vegetable,125,5.0,29.0,1.5,3.0,5.0,Dinner,0,0.002,0.0,4.0,1.2,23.200000000000003,2.4,-0.3112747428092717,0.9417374146408768,2,1,1
Vegetable Soup (1 can),Meal/Vegetable,140,4.0,22.0,4.0,6.0,8.0,Lunch,250,0.78,0.005,2.857142857142857,2.857142857142857,15.714285714285714,4.285714285714286,1.1236494586571113,0.8973236104230184,2,1,1
Saltine Crackers (5 crackers),Grain/Processed,60,1.0,10.0,1.5,0.5,0.0,Lunch,0,0.14,0.0,1.6666666666666667,2.5,16.666666666666664,0.8333333333333334,-1.4409625223702374,-0.2355508859538853,1,1,1
Mango (1 cup slices),Fruit,99,1.4,24.7,0.6,2.6,22.5,Snack,0,0.002,0.0,1.414141414141414,0.6060606060606061,24.949494949494948,2.6262626262626263,-0.635421841244222,2.268588329535646,2,1,1
Cheesecake (1 slice),Dessert,320,5.0,28.0,21.0,1.0,20.0,Snack,250,0.28,0.065,1.5625,6.5625,8.75,0.3125,1.989616123067052,0.7821664890441206,2,1,1
Pad Thai (Chicken 1.5 cups),Meal/Pasta,550,16.75,60.0,22.0,5.0,10.0,Dinner,500,0.95,0.07,3.0454545454545454,4.0,10.909090909090908,0.9090909090909092,5.625028652953904,0.6895400432966544,0,0,1
Spring Roll (Veg 2 rolls),Snack/Processed,180,4.0,25.0,7.0,3.0,3.0,Dinner,0,0.45,0.0,2.2222222222222223,3.888888888888889,13.88888888888889,1.6666666666666667,0.5391339699469131,0.4005567500897159,2,1,1
Coconut Water (1 cup),Beverage,46,1.7,8.9,0.5,2.6,6.3,Snack,240,0.252,0.0,3.695652173913044,1.0869565217391304,19.347826086956523,5.652173913043479,-1.001348060632345,0.3909493928614251,1,1,1
Kimchi (1/2 cup),Vegetable,22,1.7,4.0,0.4,2.4,1.5,Side,0,0.75,0.0,7.727272727272727,1.8181818181818183,18.181818181818183,10.909090909090908,-0.6438600948827591,-0.3856122821275147,1,1,1
Sashimi (Salmon 3 pcs),Protein/Fish,120,16.75,0.0,5.0,0.0,0.0,Lunch,0,0.045,0.04,13.958333333333334,4.166666666666666,0.0,0.0,-0.0935001810974949,-1.6417592299647572,1,0,1
Wasabi (1 tsp),Condiment,10,0.1,2.2,0.1,0.3,1.0,Lunch,0,0.04,0.0,1.0,1.0,22.000000000000004,3.0,-2.04749700995207,-0.3286159654575927,1,1,1
Seaweed Salad (1/2 cup),Vegetable,60,2.0,8.0,3.0,2.0,4.0,Lunch,0,0.35,0.0,3.333333333333333,5.0,13.333333333333334,3.333333333333333,-0.8141245053674306,0.0078383138055331,1,1,1
French Onion Soup (1 cup),Meal,150,6.0,15.0,7.0,2.0,5.0,Lunch,250,0.8,0.02,4.0,4.666666666666667,10.0,1.3333333333333337,0.8304870849434078,-0.3002829574134708,2,1,1
Croutons (1/4 cup),Grain,50,1.5,7.0,2.0,0.5,0.5,Lunch,0,0.14,0.0,3.0,4.0,14.000000000000002,1.0,-1.471312603722743,-0.3282491535266288,1,1,1
Shepherd's Pie (1 serving),Meal/Meat,400,16.75,35.0,20.0,6.0,7.0,Dinner,250,0.85,0.055,4.1875,5.0,8.75,1.5,4.376392698194761,-0.0470769088804405,0,0,1
Green Peas (1/2 cup),Legume,62,4.1,11.1,0.2,4.4,4.2,Dinner,0,0.002,0.0,6.61290322580645,0.3225806451612903,17.903225806451612,7.096774193548387,-0.8371334192057936,0.528890106071341,1,1,1
Apple Pie (1 slice),Dessert,410,3.0,58.0,19.0,3.0,25.0,Snack,0,0.32,0.0,0.7317073170731708,4.634146341463414,14.146341463414632,0.7317073170731708,2.6267484602948823,3.031309490141572,2,1,1
Gin & Tonic (1 drink),Beverage,170,0.0,13.0,0.0,0.0,13.0,Snack,180,0.002,0.0,0.0,0.0,7.647058823529412,0.0,-1.2474504893164453,0.9843805348856908,1,1,1
Red Wine (5 oz glass),Beverage,125,0.1,3.8,0.0,0.0,0.9,Dinner,0,0.006,0.0,0.08,0.0,3.04,0.0,-1.7204661109629862,-0.2531796462339778,1,1,1
Halibut (4oz baked),Protein/Fish,125,16.75,0.0,2.5,0.0,0.0,Dinner,250,0.06,0.04,13.4,2.0,0.0,0.0,-0.1835100598380378,-1.5879414382165449,1,0,1
Quinoa Salad (1 cup),Meal/Vegetarian,260,9.0,32.0,12.0,6.0,4.0,Lunch,250,0.3,0.0,3.4615384615384617,4.615384615384616,12.307692307692308,2.307692307692308,1.7974265677985064,0.8085494573829457,2,1,1
Lemonade (1 cup),Beverage,99,0.1,26.0,0.0,0.1,25.0,Snack,240,0.03,0.0,0.101010101010101,0.0,26.262626262626267,0.101010101010101,-1.015963577112408,2.269716467134618,2,1,1
Pistachios (1 oz shelled),Nut,159,5.7,7.7,12.8,3.0,2.2,Snack,0,0.002,0.0,3.5849056603773586,8.050314465408807,4.8427672955974845,1.8867924528301887,-0.0587655174369674,-0.213250509191841,1,1,1
Oat Milk (1 cup),Beverage/Dairy-Alt,120,3.0,16.0,5.0,2.0,7.0,Breakfast,0,0.1,0.0,2.5,4.166666666666666,13.333333333333334,1.6666666666666667,-0.5566148122005465,0.5349199186330094,1,1,1
Biscuits and Gravy (1 serving),Meal/Processed,480,10.0,45.0,28.0,2.0,3.0,Breakfast,250,1.1,0.035,2.083333333333333,5.833333333333333,9.375,0.4166666666666667,4.355526249056572,-0.3064608592343805,0,1,1
Avocado (1/2 fruit),Fruit,160,2.0,8.5,14.7,6.7,0.7,Breakfast,0,0.007,0.0,1.25,9.1875,5.3125,4.1875,0.3080770085776489,0.2392855533339469,2,1,1
Corn Flakes (1 cup),Grain,100,2.0,24.0,0.0,1.0,3.0,Breakfast,0,0.2,0.0,2.0,0.0,24.0,1.0,-0.8385367784388333,0.4678897095134896,1,1,1
T-Bone Steak (6oz),Protein/Meat,460,16.75,0.0,33.0,0.0,0.0,Dinner,0,0.11,0.105,3.641304347826087,7.173913043478261,0.0,0.0,2.977084988539823,-2.7262184670938856,0,0,1
Creamed Spinach (1/2 cup),Vegetable,190,5.0,8.0,16.0,3.0,2.0,Dinner,0,0.45,0.05,2.631578947368421,8.421052631578947,4.2105263157894735,1.5789473684210529,1.0677583198859095,-0.875660214552514,2,1,1
Pecans (1 oz),Nut,196,2.6,3.9,20.4,2.7,1.1,Snack,0,0.0,0.0,1.326530612244898,10.408163265306122,1.9897959183673468,1.3775510204081634,0.0940200170542144,-0.4751710602859467,1,1,1
Fruit Cocktail (canned 1 cup),Fruit,110,1.0,28.0,0.0,2.0,26.0,Snack,0,0.01,0.0,0.9090909090909092,0.0,25.454545454545453,1.818181818181818,-0.6208517145430361,2.6022917773924723,2,1,1
Ramen (Instant 1 pack),Meal/Processed,380,9.0,53.0,14.0,2.0,2.0,Lunch,500,1.58,0.0,2.368421052631579,3.684210526315789,13.94736842105263,0.5263157894736842,3.7715605285784495,0.2704448502129704,0,1,1
Mocha Latte (16oz),Beverage,360,12.0,48.0,15.0,2.0,42.0,Snack,473,0.15,0.045,3.333333333333333,4.166666666666666,13.333333333333334,0.5555555555555556,2.826518882934543,3.282328007821352,2,1,1
Cucumber Slices (1 cup),Vegetable,16,0.7,3.6,0.1,0.5,1.7,Snack,0,0.002,0.0,4.375,0.625,22.5,3.125,-1.9680065989728996,-0.2148406019359963,1,1,1
Feta Cheese (1 oz),Dairy,75,4.0,1.2,6.1,0.0,0.7,Lunch,0,0.316,0.025,5.333333333333334,8.133333333333333,1.6,0.0,-0.8037874530262696,-1.0357723570102144,1,1,1
Olives (Kalamata 5 large),Fruit,35,0.2,1.0,3.5,0.5,0.0,Lunch,0,0.21,0.0,0.5714285714285714,10.0,2.857142857142857,1.4285714285714286,-1.5795676352666967,-0.5692876832191441,1,1,1
Chicken Alfredo (1.5 cups),Meal/Pasta,680,16.75,45.0,38.0,4.0,5.0,Dinner,250,0.98,0.12,2.463235294117647,5.588235294117648,6.61764705882353,0.5882352941176471,6.7298110941053535,-1.0273164584428964,0,0,1
Breadstick (1 large),Grain,160,4.0,28.0,3.0,1.0,2.0,Dinner,0,0.35,0.0,2.5,1.875,17.5,0.625,-0.0857524739764773,0.3162395101484082,2,1,1
Cobb Salad,Meal/Protein,510,16.75,12.0,38.0,7.0,6.0,Lunch,500,0.8,0.21,3.2843137254901964,7.450980392156863,2.3529411764705883,1.3725490196078431,6.2888691130752274,-2.381659349723239,0,0,1
Blue Cheese Dressing (2 tbsp),Condiment,150,1.0,2.0,16.0,0.0,1.0,Lunch,0,0.32,0.01,0.6666666666666667,10.666666666666668,1.3333333333333337,0.0,-0.3407783486506511,-0.9306014415782542,1,1,1
Mandarin Orange (1 medium),Fruit,37,0.6,9.3,0.2,1.3,7.3,Snack,0,0.001,0.0,1.6216216216216215,0.5405405405405406,25.13513513513514,3.5135135135135136,-1.6034527711580135,0.4947300232687218,1,1,1
Cashews (1 oz roasted),Nut,163,4.3,9.2,13.1,0.9,1.4,Snack,0,0.14,0.0,2.638036809815951,8.03680981595092,5.644171779141104,0.5521472392638037,-0.2267916037939684,-0.4771448736333893,1,1,1
Eggo Waffle (2 waffles),Grain/Processed,180,4.0,30.0,5.0,1.0,4.0,Breakfast,0,0.4,0.0,2.2222222222222223,2.7777777777777777,16.666666666666664,0.5555555555555556,0.2103048646213895,0.4707237233624359,2,1,1
Diet Soda (1 can),Beverage,0,0.0,0.0,0.0,0.0,0.0,Lunch,355,0.04,0.0,,,,,-2.1929216859290666,-0.5057357143693834,1,1,1
Pulled Pork Sandwich,Meal/Meat,480,16.75,48.0,20.0,3.0,15.0,Lunch,250,0.9,0.075,3.489583333333333,4.166666666666666,10.0,0.625,4.787260183688625,0.4655630853991171,0,0,1
Macadamia Nuts (1 oz),Nut,204,2.2,3.9,21.5,2.4,1.3,Snack,0,0.001,0.0,1.0784313725490198,10.53921568627451,1.9117647058823528,1.1764705882352942,0.1096386219468447,-0.4996981129545921,1,1,1
Crab Cakes (2 medium),Meal/Seafood,340,16.75,18.0,20.0,1.0,2.0,Dinner,250,0.7,0.12,4.926470588235294,5.88235294117647,5.294117647058823,0.2941176470588235,3.310456065249858,-2.042194422856861,0,0,1
Tartar Sauce (2 tbsp),Condiment,60,0.2,2.0,5.5,0.1,1.5,Dinner,0,0.18,0.005,0.3333333333333333,9.166666666666666,3.333333333333333,0.1666666666666666,-1.416980756295001,-0.5340814815019768,1,1,1
Lemon Bar (1 square),Dessert,150,1.5,22.0,6.0,0.5,15.0,Snack,0,0.08,0.03,1.0,4.0,14.666666666666666,0.3333333333333333,-0.3233264916098196,0.9710409784876428,2,1,1
Almond Milk (Unsweetened 1 cup),Beverage/Dairy-Alt,30,1.0,1.0,2.5,1.0,0.0,Breakfast,240,0.16,0.0,3.333333333333333,8.333333333333332,3.333333333333333,3.333333333333333,-1.5837142520795728,-0.5026258125212686,1,1,1
Rice Krispies (1.5 cups),Grain,160,3.0,37.0,0.5,0.5,4.0,Breakfast,0,0.29,0.0,1.875,0.3125,23.125,0.3125,-0.2156973643778227,0.820143290123742,2,1,1
Sugar (1 tsp for cereal),Condiment,16,0.0,4.0,0.0,0.0,4.0,Breakfast,0,0.0,0.0,0.0,0.0,25.0,0.0,-2.059348478129986,-0.0502923859878718,1,1,1
Tuna (Canned 3oz in water),Protein/Fish,90,16.75,0.0,1.0,0.0,0.0,Lunch,0,0.25,0.035,18.61111111111111,1.1111111111111112,0.0,0.0,-0.1698328275104088,-1.6121058625916935,1,0,1
Mayonnaise (1 tbsp),Condiment,90,0.1,0.1,10.0,0.0,0.1,Lunch,0,0.07,0.005,0.1111111111111111,11.11111111111111,0.1111111111111111,0.0,-1.3065822111828442,-0.749543037196114,1,1,1
Pickle (1 spear dill),Vegetable,5,0.2,1.0,0.1,0.3,0.5,Lunch,0,0.3,0.0,4.0,2.0,20.0,6.0,-1.7594162438141825,-0.5285837520207092,1,1,1
Lobster Bisque (1 cup),Meal/Seafood,250,8.0,12.0,18.0,1.0,3.0,Lunch,250,0.85,0.05,3.2,7.199999999999999,4.8,0.4,1.89827798709702,-1.238807016202368,0,1,1
Reuben Sandwich,Meal/Processed,650,16.75,35.0,40.0,5.0,6.0,Lunch,500,1.5,0.1,2.576923076923077,6.153846153846154,5.384615384615385,0.7692307692307693,7.194772800469442,-1.2722191206157112,0,0,1
Sauerkraut (1/4 cup side),Vegetable,7,0.3,1.5,0.0,1.0,0.6,Lunch,0,0.234,0.0,4.285714285714286,0.0,21.428571428571427,14.285714285714285,-1.7241473429086516,-0.3958126964178333,1,1,1
Mushroom (White 1 cup sliced),Vegetable,15,2.2,2.3,0.2,0.7,1.4,Dinner,0,0.004,0.0,14.666666666666666,1.3333333333333337,15.333333333333332,4.666666666666666,-1.8617899443148596,-0.3242217594279272,1,1,1
Soy Milk (Original 1 cup),Beverage/Dairy-Alt,110,8.0,9.0,4.5,2.0,6.0,Breakfast,240,0.125,0.0,7.272727272727272,4.090909090909091,8.181818181818182,1.818181818181818,-0.3931490783549776,0.0188475812851857,1,1,1
Chicken Tikka Masala (1.5 cups),Meal/Meat,480,16.75,20.0,30.0,5.0,8.0,Dinner,250,0.9,0.095,3.489583333333333,6.25,4.166666666666666,1.0416666666666663,5.039747038737271,-1.110839886133771,0,0,1
Naan Bread (1 piece),Grain,260,8.0,45.0,5.0,2.0,3.0,Dinner,0,0.45,0.01,3.076923076923077,1.9230769230769231,17.307692307692307,0.7692307692307693,1.3309223595496993,0.7282060347255709,2,1,1
Cucumber Salad (1/2 cup),Vegetable,40,1.0,5.0,2.0,1.0,4.0,Dinner,0,0.2,0.0,2.5,5.0,12.5,2.5,-1.394196857840322,-0.0744013779177188,1,1,1
Vodka Soda (1 drink),Beverage,100,0.0,0.0,0.0,0.0,0.0,Snack,180,0.005,0.0,0.0,0.0,0.0,0.0,-1.902431082607858,-0.446095407839682,1,1,1
Chocolate Croissant,Dessert,350,6.0,40.0,19.0,3.0,15.0,Breakfast,250,0.3,0.04,1.7142857142857144,5.428571428571429,11.428571428571429,0.8571428571428572,2.388060921696314,1.221102601953358,2,1,1
Sweet & Sour Chicken (1 cup),Meal/Processed,380,16.75,45.0,15.0,3.0,25.0,Dinner,0,0.75,0.05,4.407894736842105,3.947368421052632,11.842105263157894,0.7894736842105263,3.8958981619251274,1.490386115742719,0,0,1
Egg Drop Soup (1 cup),Meal/Vegetable,65,5.0,6.0,2.0,0.5,1.0,Dinner,0,0.78,0.05,7.6923076923076925,3.076923076923077,9.230769230769232,0.7692307692307693,-0.0425959124348037,-1.1800713536255745,1,1,1
String Cheese (1 stick),Dairy,80,6.0,1.0,6.0,0.0,0.0,Snack,0,0.21,0.02,7.5,7.5,1.25,0.0,-0.8330995210793046,-1.088033075039235,1,1,1
Turkey Burger (1 patty),Protein/Meat,160,16.75,2.0,8.0,0.0,1.0,Lunch,250,0.4,0.07,10.46875,5.0,1.25,0.0,0.8978670521128685,-1.9703076858278743,1,0,1
Potato Salad (1/2 cup),Meal/Vegetable,180,2.0,19.0,11.0,2.0,3.0,Lunch,0,0.5,0.01,1.1111111111111112,6.111111111111111,10.555555555555555,1.1111111111111112,0.4659393038712676,-0.0144232315379609,2,1,1
Cranberry Juice (1 cup),Beverage,130,0.0,33.0,0.0,0.0,30.0,Breakfast,240,0.01,0.0,0.0,0.0,25.384615384615383,0.0,-0.7534422676432655,2.8851023248853185,2,1,1
Chicken Piccata (1 serving),Meal/Meat,350,16.75,10.0,20.0,1.0,2.0,Dinner,250,0.6,0.09,4.785714285714286,5.714285714285714,2.857142857142857,0.2857142857142857,2.846056796748439,-1.9871274067196296,0,0,1
Angel Hair Pasta (1 cup),Grain,200,7.0,42.0,1.0,2.0,1.0,Dinner,0,0.001,0.0,3.5000000000000004,0.5,21.0,1.0,0.1371237988142714,0.8810553411198769,2,1,1
Olive Oil (1 tbsp),Condiment,120,0.0,0.0,14.0,0.0,0.0,Dinner,0,0.0,0.0,0.0,11.666666666666666,0.0,0.0,-1.1377857137365348,-0.7622919737474084,1,1,1
Garlic (1 clove),Vegetable,4,0.2,0.9,0.0,0.1,0.0,Dinner,0,0.001,0.0,5.0,0.0,22.5,2.5,-2.182018291667571,-0.45556126485321,1,1,1
Salami (3 slices),Protein/Processed,110,6.0,1.0,9.0,0.0,0.5,Snack,0,0.5,0.03,5.454545454545454,8.181818181818182,0.9090909090909092,0.0,-0.1411652280864561,-1.3227748170942122,1,1,1
Provolone Cheese (1 slice),Dairy,100,7.0,1.0,8.0,0.0,0.5,Snack,0,0.25,0.02,7.000000000000001,8.0,1.0,0.0,-0.5393990460820498,-1.1495523803156138,1,1,1
Ginger Ale (1 can),Beverage,124,0.0,32.0,0.0,0.0,31.0,Snack,355,0.04,0.0,0.0,0.0,25.806451612903224,0.0,-0.7447688312898262,2.9143945108343545,2,1,1
Shrimp Scampi (1 cup),Meal/Seafood,380,16.75,40.0,15.0,3.0,3.0,Dinner,0,0.75,0.14,4.407894736842105,3.947368421052632,10.526315789473683,0.7894736842105263,4.145420535990207,-1.109475218007488,0,0,1
Tiramisu (1 slice),Dessert,450,7.0,42.0,28.0,2.0,25.0,Snack,250,0.15,0.18,1.5555555555555556,6.222222222222222,9.333333333333334,0.4444444444444444,4.026322975734625,0.607719604130281,0,1,1
Cereal Bar (Fruit),Snack/Processed,140,2.0,30.0,3.0,1.0,15.0,Breakfast,250,0.11,0.0,1.4285714285714286,2.142857142857143,21.428571428571427,0.7142857142857143,-0.4012894650313294,1.5608387292091075,2,1,1
Veal Parmesan (1 serving),Meal/Meat,550,16.75,30.0,30.0,4.0,7.0,Dinner,250,1.1,0.13,3.0454545454545454,5.454545454545454,5.454545454545454,0.7272727272727273,5.821859365554483,-1.3484627995935918,0,0,1
Spaghetti (side),Grain,100,3.5,21.0,0.5,1.0,0.5,Dinner,0,0.0,0.0,3.5000000000000004,0.5,21.0,1.0,-1.053824501446407,0.1969563449479597,1,1,1
Hot Chocolate (1 cup),Beverage,200,3.0,30.0,8.0,2.0,25.0,Snack,240,0.16,0.01,1.5,4.0,15.0,1.0,0.5099909862913508,2.2003395711309888,2,1,1
Coconut Shrimp (5 pcs),Meal/Seafood,320,10.0,25.0,20.0,3.0,8.0,Dinner,0,0.6,0.08,3.125,6.25,7.8125,0.9375,2.8724495694559464,-0.4654000087205768,0,1,1
Sweet Chili Sauce (2 tbsp),Condiment,70,0.0,17.0,0.0,0.5,16.0,Dinner,0,0.45,0.0,0.0,0.0,24.285714285714285,0.7142857142857143,-0.8264377559395217,1.1489340386198443,2,1,1
White Wine (5 oz glass),Beverage,121,0.1,3.8,0.0,0.0,1.4,Dinner,0,0.005,0.0,0.0826446280991735,0.0,3.1404958677685944,0.0,-1.7292537758326014,-0.2162023419337137,1,1,1
Trail Mix (1/4 cup),Snack/Processed,190,5.0,20.0,12.0,3.0,14.0,Snack,250,0.05,0.0,2.631578947368421,6.315789473684211,10.526315789473683,1.5789473684210529,0.4124017700833127,1.1127126199324366,2,1,1
Onion Rings (6 rings),Snack/Processed,280,4.0,30.0,16.0,3.0,4.0,Snack,0,0.5,0.0,1.4285714285714286,5.714285714285714,10.714285714285714,1.0714285714285714,1.5060153963609542,0.4429759799392746,2,1,1
